customer_id,age,gender,city,repeat_customer,loyalty_member,registration_date,age_group
CUST00161,77,Male,Bangalore,Yes,Yes,2023-06-24,65+
CUST00162,21,Male,Chennai,Yes,Yes,2023-06-20,18-25
CUST00163,40,Male,Chennai,Yes,No,2023-04-01,36-50
CUST00164,37,Female,Hyderabad,Yes,Yes,2023-06-08,36-50
CUST00165,28,Male,Bangalore,Yes,Yes,2023-03-02,26-35
CUST00166,64,Male,Hyderabad,Yes,No,2023-02-15,51-65
CUST00167,54,Female,Hyderabad,Yes,No,2023-01-07,51-65
CUST00168,58,Male,Chennai,Yes,Yes,2023-03-27,51-65
CUST00169,35,Female,Hyderabad,No,Yes,2023-06-21,26-35
CUST00170,34,Male,Hyderabad,No,Yes,2023-03-10,26-35
CUST00171,32,Male,Hyderabad,No,No,2023-06-29,26-35
CUST00172,51,Male,Chennai,Yes,No,2023-04-08,51-65
CUST00173,33,Male,Chennai,No,No,2023-05-01,26-35
CUST00174,49,Male,Hyderabad,No,No,2023-02-21,36-50
CUST00175,60,Female,Hyderabad,No,Yes,2023-03-31,51-65
CUST00176,77,Female,Hyderabad,Yes,Yes,2023-02-28,65+
CUST00177,68,Male,Hyderabad,Yes,Yes,2023-01-07,65+
CUST00178,38,Male,Chennai,No,Yes,2023-04-13,36-50
CUST00179,21,Female,Hyderabad,Yes,Yes,2023-03-13,18-25
CUST00180,57,Male,Bangalore,No,No,2023-03-13,51-65
CUST00181,43,Female,Hyderabad,Yes,No,2023-06-14,36-50
CUST00182,25,Female,Hyderabad,No,No,2023-06-23,18-25
CUST00183,76,Female,Bangalore,Yes,No,2023-01-08,65+
CUST00184,57,Male,Bangalore,Yes,Yes,2023-03-08,51-65
CUST00185,63,Male,Chennai,Yes,No,2023-05-29,51-65
CUST00186,40,Female,Hyderabad,Yes,No,2023-01-10,36-50
CUST00187,49,Male,Bangalore,Yes,No,2023-06-02,36-50
CUST00188,35,Female,Hyderabad,Yes,Yes,2023-03-30,26-35
CUST00189,24,Female,Bangalore,No,No,2023-04-22,18-25
CUST00190,50,Male,Hyderabad,Yes,No,2023-04-09,36-50
CUST00191,40,Male,Hyderabad,Yes,No,2023-03-07,36-50
CUST00192,70,Male,Hyderabad,Yes,No,2023-04-22,65+
CUST00193,50,Male,Chennai,Yes,Yes,2023-05-14,36-50
CUST00194,42,Male,Hyderabad,Yes,Yes,2023-04-04,36-50
CUST00195,37,Female,Hyderabad,No,Yes,2023-01-18,36-50
CUST00196,77,Female,Hyderabad,Yes,Yes,2023-06-09,65+
CUST00197,53,Female,Hyderabad,Yes,No,2023-06-19,51-65
CUST00198,67,Male,Hyderabad,Yes,No,2023-03-18,65+
CUST00199,60,Female,Chennai,Yes,No,2023-06-20,51-65
CUST00200,53,Female,Hyderabad,Yes,Yes,2023-03-25,51-65
CUST00201,75,Female,Bangalore,Yes,No,2023-06-28,65+
CUST00202,68,Female,Chennai,Yes,No,2023-05-22,65+
CUST00203,41,Male,Hyderabad,Yes,Yes,2023-02-19,36-50
CUST00204,78,Female,Hyderabad,No,Yes,2023-06-20,65+
CUST00205,57,Female,Hyderabad,Yes,Yes,2023-06-23,51-65
CUST00206,18,Male,Bangalore,Yes,Yes,2023-06-07,18-25
CUST00207,50,Female,Hyderabad,No,No,2023-04-14,36-50
CUST00208,47,Male,Bangalore,Yes,Yes,2023-03-19,36-50
CUST00209,71,Female,Hyderabad,No,No,2023-02-23,65+
CUST00210,63,Female,Hyderabad,Yes,No,2023-05-29,51-65
CUST00211,44,Female,Hyderabad,No,Yes,2023-04-30,36-50
CUST00212,55,Female,Hyderabad,Yes,Yes,2023-04-24,51-65
CUST00213,57,Male,Hyderabad,No,Yes,2023-05-11,51-65
CUST00214,49,Female,Chennai,Yes,No,2023-02-13,36-50
CUST00215,58,Male,Bangalore,No,No,2023-03-14,51-65
CUST00216,53,Female,Hyderabad,No,Yes,2023-01-24,51-65
CUST00217,69,Male,Bangalore,No,No,2023-06-22,65+
CUST00218,71,Female,Hyderabad,No,No,2023-02-27,65+
CUST00219,42,Male,Hyderabad,Yes,No,2023-02-07,36-50
CUST00220,33,Male,Hyderabad,Yes,Yes,2023-01-12,26-35
CUST00221,24,Male,Bangalore,Yes,No,2023-05-02,18-25
CUST00222,50,Male,Hyderabad,Yes,No,2023-04-27,36-50
CUST00223,76,Female,Bangalore,No,Yes,2023-06-11,65+
CUST00224,53,Male,Hyderabad,Yes,No,2023-06-28,51-65
CUST00225,37,Female,Chennai,Yes,No,2023-05-07,36-50
CUST00226,63,Female,Bangalore,Yes,No,2023-03-04,51-65
CUST00227,27,Male,Hyderabad,Yes,No,2023-06-17,26-35
CUST00228,24,Male,Bangalore,Yes,No,2023-01-28,18-25
CUST00229,51,Female,Chennai,Yes,No,2023-02-26,51-65
CUST00230,21,Male,Hyderabad,No,No,2023-06-28,18-25
CUST00231,54,Female,Chennai,No,Yes,2023-01-13,51-65
CUST00232,51,Male,Bangalore,Yes,No,2023-02-01,51-65
CUST00233,65,Female,Hyderabad,Yes,Yes,2023-02-04,51-65
CUST00234,79,Female,Hyderabad,No,No,2023-06-20,65+
CUST00235,59,Female,Chennai,Yes,No,2023-04-24,51-65
CUST00236,59,Female,Bangalore,No,No,2023-05-21,51-65
CUST00237,36,Female,Hyderabad,No,No,2023-02-10,36-50
CUST00238,71,Female,Hyderabad,No,No,2023-04-26,65+
CUST00239,19,Female,Hyderabad,Yes,No,2023-03-05,18-25
CUST00240,48,Female,Hyderabad,Yes,No,2023-05-14,36-50
CUST00241,39,Female,Hyderabad,Yes,No,2023-06-10,36-50
CUST00242,46,Male,Hyderabad,No,No,2023-03-12,36-50
CUST00243,34,Female,Hyderabad,Yes,No,2023-01-20,26-35
CUST00244,37,Female,Hyderabad,Yes,No,2023-03-02,36-50
CUST00245,35,Female,Bangalore,No,No,2023-03-27,26-35
CUST00246,50,Female,Hyderabad,No,No,2023-05-19,36-50
CUST00247,46,Male,Chennai,No,No,2023-02-05,36-50
CUST00248,49,Male,Hyderabad,Yes,No,2023-03-01,36-50
CUST00249,69,Female,Chennai,Yes,No,2023-06-27,65+
CUST00250,32,Male,Chennai,No,Yes,2023-06-30,26-35
CUST00251,42,Male,Hyderabad,No,Yes,2023-01-17,36-50
CUST00252,24,Female,Chennai,Yes,No,2023-04-15,18-25
CUST00253,52,Female,Chennai,No,No,2023-05-19,51-65
CUST00254,73,Female,Chennai,Yes,Yes,2023-04-17,65+
CUST00255,55,Male,Chennai,No,No,2023-02-22,51-65
CUST00256,53,Female,Hyderabad,No,No,2023-04-10,51-65
CUST00257,68,Male,Hyderabad,Yes,No,2023-05-28,65+
CUST00258,21,Female,Hyderabad,Yes,No,2023-05-03,18-25
CUST00259,32,Male,Chennai,No,No,2023-04-01,26-35
CUST00260,77,Female,Hyderabad,No,No,2023-04-10,65+
CUST00261,50,Female,Hyderabad,Yes,No,2023-05-18,36-50
CUST00262,58,Male,Bangalore,No,No,2023-05-05,51-65
CUST00263,36,Male,Hyderabad,Yes,Yes,2023-03-11,36-50
CUST00264,53,Female,Bangalore,Yes,No,2023-05-05,51-65
CUST00265,52,Male,Chennai,Yes,No,2023-04-10,51-65
CUST00266,46,Female,Chennai,No,No,2023-06-21,36-50
CUST00267,56,Female,Chennai,Yes,Yes,2023-02-12,51-65
CUST00268,49,Female,Hyderabad,Yes,No,2023-02-02,36-50
CUST00269,35,Male,Hyderabad,No,Yes,2023-04-11,26-35
CUST00270,40,Male,Bangalore,Yes,Yes,2023-01-22,36-50
CUST00271,36,Female,Hyderabad,No,No,2023-02-04,36-50
CUST00272,52,Female,Bangalore,No,Yes,2023-02-16,51-65
CUST00273,49,Male,Bangalore,No,No,2023-03-08,36-50
CUST00274,53,Female,Chennai,No,Yes,2023-03-25,51-65
CUST00275,43,Male,Hyderabad,No,Yes,2023-04-27,36-50
CUST00276,41,Female,Bangalore,Yes,No,2023-03-28,36-50
CUST00277,57,Female,Chennai,No,Yes,2023-03-13,51-65
CUST00278,48,Female,Bangalore,Yes,Yes,2023-03-06,36-50
CUST00279,43,Male,Hyderabad,Yes,Yes,2023-05-01,36-50
CUST00280,69,Male,Bangalore,Yes,No,2023-05-19,65+
CUST00281,48,Male,Hyderabad,No,No,2023-03-31,36-50
CUST00282,54,Male,Chennai,No,No,2023-06-16,51-65
CUST00283,42,Male,Bangalore,Yes,No,2023-06-16,36-50
CUST00284,27,Male,Hyderabad,No,No,2023-01-08,26-35
CUST00285,41,Male,Bangalore,No,No,2023-02-21,36-50
CUST00286,74,Male,Hyderabad,Yes,Yes,2023-06-09,65+
CUST00287,26,Male,Bangalore,No,No,2023-03-03,26-35
CUST00288,39,Male,Hyderabad,No,No,2023-05-02,36-50
CUST00289,52,Male,Hyderabad,Yes,Yes,2023-05-25,51-65
CUST00290,51,Male,Hyderabad,Yes,No,2023-04-30,51-65
CUST00291,35,Female,Hyderabad,Yes,No,2023-04-05,26-35
CUST00292,57,Male,Chennai,Yes,No,2023-06-05,51-65
CUST00293,50,Male,Bangalore,Yes,No,2023-02-11,36-50
CUST00294,79,Female,Hyderabad,Yes,Yes,2023-01-28,65+
CUST00295,62,Male,Bangalore,Yes,No,2023-03-21,51-65
CUST00296,21,Female,Hyderabad,No,No,2023-04-12,18-25
CUST00297,57,Male,Bangalore,Yes,No,2023-01-20,51-65
CUST00298,55,Male,Hyderabad,Yes,No,2023-01-27,51-65
CUST00299,56,Female,Bangalore,No,No,2023-06-25,51-65
CUST00300,50,Male,Chennai,Yes,No,2023-05-25,36-50
CUST00301,75,Male,Hyderabad,No,Yes,2023-03-30,65+
CUST00302,65,Female,Bangalore,No,Yes,2023-06-19,51-65
CUST00303,79,Female,Hyderabad,Yes,No,2023-01-18,65+
CUST00304,26,Female,Bangalore,Yes,Yes,2023-01-04,26-35
CUST00305,61,Female,Chennai,Yes,No,2023-05-06,51-65
CUST00306,38,Male,Hyderabad,No,No,2023-04-21,36-50
CUST00307,54,Female,Bangalore,Yes,Yes,2023-06-12,51-65
CUST00308,46,Female,Hyderabad,No,No,2023-02-09,36-50
CUST00309,36,Female,Chennai,No,Yes,2023-02-15,36-50
CUST00310,40,Female,Hyderabad,No,No,2023-06-07,36-50
CUST00311,44,Female,Chennai,No,Yes,2023-04-30,36-50
CUST00312,31,Female,Hyderabad,Yes,No,2023-06-01,26-35
CUST00313,59,Female,Hyderabad,Yes,No,2023-03-24,51-65
CUST00314,51,Male,Chennai,Yes,Yes,2023-01-23,51-65
CUST00315,58,Female,Bangalore,Yes,No,2023-04-26,51-65
CUST00316,20,Male,Hyderabad,No,No,2023-04-29,18-25
CUST00317,49,Female,Hyderabad,No,Yes,2023-03-28,36-50
CUST00318,67,Male,Hyderabad,No,Yes,2023-05-07,65+
CUST00319,43,Female,Hyderabad,No,Yes,2023-02-16,36-50
CUST00320,75,Female,Bangalore,No,No,2023-02-24,65+
CUST00321,26,Female,Chennai,No,Yes,2023-03-08,26-35
CUST00322,51,Female,Hyderabad,No,No,2023-03-13,51-65
CUST00323,38,Female,Bangalore,Yes,Yes,2023-05-23,36-50
CUST00324,49,Male,Bangalore,Yes,Yes,2023-05-13,36-50
CUST00325,46,Male,Hyderabad,No,No,2023-01-22,36-50
CUST00326,36,Male,Hyderabad,Yes,No,2023-04-15,36-50
CUST00327,38,Female,Hyderabad,Yes,No,2023-05-23,36-50
CUST00328,18,Male,Hyderabad,No,Yes,2023-06-26,18-25
CUST00329,18,Female,Hyderabad,Yes,No,2023-06-15,18-25
CUST00330,78,Female,Bangalore,No,Yes,2023-04-25,65+
CUST00331,41,Male,Hyderabad,Yes,Yes,2023-01-24,36-50
CUST00332,43,Female,Bangalore,Yes,Yes,2023-02-26,36-50
CUST00333,72,Female,Hyderabad,Yes,No,2023-06-27,65+
CUST00334,44,Male,Hyderabad,Yes,Yes,2023-03-20,36-50
CUST00335,42,Female,Chennai,Yes,Yes,2023-05-02,36-50
CUST00336,19,Female,Bangalore,Yes,Yes,2023-04-19,18-25
CUST00337,29,Female,Chennai,No,No,2023-04-01,26-35
CUST00338,32,Female,Hyderabad,Yes,Yes,2023-03-11,26-35
CUST00339,35,Female,Hyderabad,Yes,No,2023-03-06,26-35
CUST00340,36,Male,Hyderabad,Yes,Yes,2023-01-31,36-50
CUST00341,47,Male,Bangalore,Yes,No,2023-03-22,36-50
CUST00342,40,Male,Bangalore,Yes,No,2023-05-18,36-50
CUST00343,34,Male,Hyderabad,No,Yes,2023-02-19,26-35
CUST00344,29,Male,Hyderabad,No,Yes,2023-05-04,26-35
CUST00345,38,Female,Chennai,Yes,Yes,2023-05-31,36-50
CUST00346,62,Female,Hyderabad,No,No,2023-01-26,51-65
CUST00347,40,Male,Hyderabad,Yes,No,2023-03-17,36-50
CUST00348,43,Male,Hyderabad,Yes,Yes,2023-04-03,36-50
CUST00349,58,Male,Hyderabad,No,Yes,2023-03-19,51-65
CUST00350,50,Male,Bangalore,No,No,2023-05-17,36-50
CUST00351,69,Male,Bangalore,No,No,2023-03-12,65+
CUST00352,57,Male,Hyderabad,Yes,No,2023-01-14,51-65
CUST00353,43,Female,Bangalore,Yes,No,2023-06-28,36-50
CUST00354,39,Male,Hyderabad,No,No,2023-06-13,36-50
CUST00355,48,Female,Bangalore,Yes,No,2023-01-27,36-50
CUST00356,57,Male,Hyderabad,Yes,Yes,2023-05-27,51-65
CUST00357,18,Female,Bangalore,Yes,No,2023-05-01,18-25
CUST00358,56,Female,Hyderabad,Yes,Yes,2023-04-23,51-65
CUST00359,78,Female,Hyderabad,Yes,Yes,2023-02-17,65+
CUST00360,37,Male,Hyderabad,Yes,No,2023-03-06,36-50
CUST00361,31,Female,Hyderabad,No,Yes,2023-01-30,26-35
CUST00362,70,Male,Bangalore,Yes,Yes,2023-04-13,65+
CUST00363,32,Female,Chennai,No,Yes,2023-01-19,26-35
CUST00364,40,Male,Hyderabad,Yes,Yes,2023-02-08,36-50
CUST00365,67,Male,Chennai,Yes,Yes,2023-05-25,65+
CUST00366,53,Female,Hyderabad,Yes,No,2023-01-22,51-65
CUST00367,53,Male,Bangalore,Yes,No,2023-01-31,51-65
CUST00368,51,Female,Hyderabad,Yes,No,2023-06-05,51-65
CUST00369,47,Male,Bangalore,No,Yes,2023-05-14,36-50
CUST00370,38,Female,Hyderabad,No,Yes,2023-04-26,36-50
CUST00371,31,Female,Hyderabad,No,No,2023-03-18,26-35
CUST00372,46,Female,Bangalore,No,Yes,2023-03-20,36-50
CUST00373,42,Male,Hyderabad,Yes,No,2023-06-06,36-50
CUST00374,37,Male,Hyderabad,Yes,Yes,2023-02-23,36-50
CUST00375,39,Male,Hyderabad,Yes,No,2023-03-09,36-50
CUST00376,46,Male,Hyderabad,Yes,No,2023-02-10,36-50
CUST00377,29,Male,Bangalore,Yes,Yes,2023-02-14,26-35
CUST00378,78,Male,Hyderabad,Yes,No,2023-02-10,65+
CUST00379,60,Male,Chennai,Yes,No,2023-04-15,51-65
CUST00380,35,Female,Hyderabad,No,Yes,2023-06-26,26-35
CUST00381,54,Female,Bangalore,No,No,2023-03-16,51-65
CUST00382,54,Male,Hyderabad,Yes,No,2023-03-01,51-65
CUST00383,37,Female,Chennai,Yes,No,2023-06-30,36-50
CUST00384,56,Female,Bangalore,No,No,2023-06-29,51-65
CUST00385,49,Female,Chennai,No,Yes,2023-01-19,36-50
CUST00386,23,Male,Hyderabad,Yes,Yes,2023-03-09,18-25
CUST00387,23,Male,Bangalore,No,Yes,2023-04-19,18-25
CUST00388,63,Male,Hyderabad,Yes,No,2023-05-20,51-65
CUST00389,70,Male,Hyderabad,Yes,Yes,2023-06-15,65+
CUST00390,24,Male,Chennai,Yes,No,2023-03-10,18-25
CUST00391,32,Male,Hyderabad,No,Yes,2023-01-19,26-35
CUST00392,24,Male,Hyderabad,Yes,Yes,2023-02-12,18-25
CUST00393,56,Female,Bangalore,Yes,No,2023-06-02,51-65
CUST00394,68,Female,Bangalore,Yes,No,2023-04-23,65+
CUST00395,67,Male,Bangalore,Yes,No,2023-04-30,65+
CUST00396,36,Female,Hyderabad,No,Yes,2023-06-29,36-50
CUST00397,27,Female,Chennai,Yes,No,2023-03-11,26-35
CUST00398,41,Female,Chennai,No,No,2023-04-23,36-50
CUST00399,76,Male,Hyderabad,No,No,2023-06-03,65+
CUST00400,32,Male,Bangalore,Yes,No,2023-04-21,26-35
CUST00401,51,Female,Hyderabad,Yes,Yes,2023-06-04,51-65
CUST00402,71,Female,Bangalore,No,Yes,2023-01-07,65+
CUST00403,71,Male,Hyderabad,Yes,Yes,2023-02-28,65+
CUST00404,40,Male,Hyderabad,Yes,No,2023-06-22,36-50
CUST00405,32,Female,Bangalore,Yes,Yes,2023-05-28,26-35
CUST00406,75,Male,Bangalore,No,No,2023-02-14,65+
CUST00407,46,Female,Hyderabad,Yes,Yes,2023-05-13,36-50
