customer_id,age,gender,city,repeat_customer,loyalty_member,registration_date
CUST00042,59,Female,Bangalore,Yes,No,2023-04-22
CUST00043,63,Male,Bangalore,No,Yes,2023-04-27
CUST00044,59,Male,Bangalore,Yes,Yes,2023-03-09
CUST00045,71,Male,Chennai,Yes,No,2023-05-10
CUST00046,26,Male,Hyderabad,Yes,No,2023-06-10
CUST00047,76,Female,Chennai,Yes,No,2023-06-13
CUST00048,43,Male,Chennai,No,No,2023-02-09
CUST00049,19,Female,Hyderabad,Yes,Yes,2023-02-11
CUST00050,29,Male,Bangalore,Yes,Yes,2023-06-03
CUST00051,70,Female,Hyderabad,Yes,No,2023-05-06
CUST00052,59,Male,Bangalore,Yes,Yes,2023-01-29
CUST00053,69,Female,Chennai,Yes,Yes,2023-03-20
CUST00054,57,Male,Hyderabad,Yes,No,2023-01-15
CUST00055,34,Male,Hyderabad,Yes,No,2023-05-26
CUST00056,43,Male,Bangalore,Yes,No,2023-01-22
CUST00057,19,Female,Hyderabad,Yes,Yes,2023-01-18
CUST00058,76,Male,Hyderabad,Yes,No,2023-02-02
CUST00059,57,Female,Bangalore,Yes,Yes,2023-05-21
CUST00060,35,Male,Hyderabad,No,No,2023-03-09
CUST00061,46,Female,Hyderabad,No,No,2023-02-24
CUST00062,51,Male,Chennai,Yes,Yes,2023-03-21
CUST00063,46,Female,Hyderabad,Yes,Yes,2023-06-21
CUST00064,52,Female,Chennai,Yes,Yes,2023-04-23
CUST00065,47,Female,Hyderabad,Yes,No,2023-01-31
CUST00066,46,Male,Hyderabad,Yes,Yes,2023-02-27
CUST00067,50,Male,Hyderabad,No,Yes,2023-03-28
CUST00068,33,Male,Hyderabad,Yes,No,2023-05-31
CUST00069,48,Male,Chennai,Yes,No,2023-05-31
CUST00070,35,Male,Hyderabad,No,No,2023-01-02
CUST00071,47,Male,Bangalore,No,Yes,2023-06-11
CUST00072,70,Male,Hyderabad,No,Yes,2023-02-28
CUST00073,33,Male,Hyderabad,Yes,Yes,2023-01-09
CUST00074,53,Female,Hyderabad,No,Yes,2023-01-19
CUST00075,24,Male,Chennai,Yes,No,2023-03-13
CUST00076,50,Female,Chennai,No,No,2023-02-24
CUST00077,58,Male,Hyderabad,Yes,No,2023-05-27
CUST00078,47,Female,Hyderabad,No,No,2023-03-04
CUST00079,34,Female,Hyderabad,No,Yes,2023-04-15
CUST00080,36,Male,Hyderabad,Yes,No,2023-01-25
CUST00081,54,Male,Hyderabad,Yes,No,2023-06-18
CUST00082,70,Female,Chennai,No,No,2023-04-01
CUST00083,54,Female,Bangalore,No,Yes,2023-04-16
CUST00084,40,Female,Bangalore,No,No,2023-01-14
CUST00085,51,Male,Chennai,No,Yes,2023-01-16
CUST00086,53,Female,Bangalore,No,Yes,2023-03-28
CUST00087,50,Male,Bangalore,Yes,No,2023-03-05
CUST00088,35,Male,Chennai,Yes,No,2023-02-18
CUST00089,46,Female,Hyderabad,Yes,Yes,2023-02-05
CUST00090,44,Female,Chennai,Yes,No,2023-02-16
CUST00091,39,Female,Chennai,Yes,No,2023-04-29
CUST00092,51,Male,Bangalore,No,Yes,2023-01-20
CUST00093,32,Female,Bangalore,Yes,No,2023-05-21
CUST00094,55,Male,Bangalore,Yes,Yes,2023-01-13
CUST00095,51,Male,Bangalore,No,No,2023-01-24
CUST00096,40,Male,Chennai,No,Yes,2023-02-12
CUST00097,53,Female,Hyderabad,No,Yes,2023-05-05
CUST00098,48,Female,Bangalore,Yes,Yes,2023-02-24
CUST00099,38,Female,Hyderabad,Yes,No,2023-01-16
CUST00100,25,Male,Chennai,Yes,Yes,2023-04-08
CUST00101,53,Male,Hyderabad,Yes,Yes,2023-04-10
CUST00102,73,Female,Chennai,Yes,No,2023-04-27
CUST00103,22,Female,Chennai,Yes,No,2023-04-19
CUST00104,35,Female,Bangalore,Yes,No,2023-02-09
CUST00105,70,Male,Hyderabad,Yes,Yes,2023-03-17
CUST00106,41,Male,Bangalore,No,No,2023-01-15
CUST00107,58,Male,Hyderabad,Yes,No,2023-03-22
CUST00108,39,Male,Hyderabad,Yes,No,2023-01-13
CUST00109,43,Female,Chennai,No,No,2023-05-09
CUST00110,47,Male,Hyderabad,Yes,No,2023-01-15
CUST00111,44,Male,Hyderabad,Yes,Yes,2023-02-17
CUST00112,48,Male,Chennai,Yes,Yes,2023-06-02
CUST00113,53,Male,Hyderabad,No,No,2023-06-22
CUST00114,54,Male,Chennai,Yes,Yes,2023-04-14
CUST00115,73,Male,Hyderabad,Yes,No,2023-05-26
CUST00116,24,Male,Hyderabad,No,No,2023-05-29
CUST00117,77,Male,Chennai,No,No,2023-06-08
CUST00118,71,Male,Hyderabad,Yes,No,2023-04-18
CUST00119,79,Female,Bangalore,No,Yes,2023-03-08
CUST00120,52,Male,Bangalore,Yes,Yes,2023-06-21
CUST00121,37,Female,Hyderabad,Yes,Yes,2023-03-03
CUST00122,51,Female,Chennai,Yes,No,2023-04-12
CUST00123,39,Male,Hyderabad,No,Yes,2023-06-21
CUST00124,53,Female,Bangalore,No,Yes,2023-04-28
CUST00125,27,Female,Hyderabad,Yes,No,2023-01-19
CUST00126,33,Male,Hyderabad,Yes,No,2023-04-28
CUST00127,74,Male,Hyderabad,Yes,No,2023-01-19
CUST00128,21,Male,Hyderabad,Yes,No,2023-05-10
CUST00129,27,Female,Bangalore,Yes,Yes,2023-02-03
CUST00130,62,Female,Bangalore,Yes,No,2023-01-18
CUST00131,19,Male,Chennai,No,Yes,2023-04-05
CUST00132,75,Female,Bangalore,Yes,Yes,2023-02-10
CUST00133,53,Female,Hyderabad,Yes,Yes,2023-05-20
CUST00134,27,Female,Bangalore,No,Yes,2023-06-06
CUST00135,52,Male,Hyderabad,Yes,No,2023-06-20
CUST00136,59,Female,Hyderabad,Yes,No,2023-06-19
CUST00137,52,Male,Chennai,Yes,Yes,2023-02-04
CUST00138,69,Female,Hyderabad,Yes,Yes,2023-01-30
CUST00139,37,Male,Chennai,No,No,2023-05-22
CUST00140,59,Male,Chennai,Yes,Yes,2023-03-11
CUST00141,49,Female,Hyderabad,Yes,No,2023-06-04
CUST00142,19,Male,Hyderabad,Yes,No,2023-03-29
CUST00143,39,Male,Chennai,Yes,No,2023-06-25
CUST00144,53,Female,Chennai,Yes,Yes,2023-05-10
CUST00145,79,Female,Hyderabad,Yes,No,2023-03-06
CUST00146,32,Male,Bangalore,Yes,No,2023-01-24
CUST00147,54,Female,Bangalore,No,No,2023-03-12
CUST00148,62,Male,Hyderabad,No,No,2023-01-01
CUST00149,26,Female,Chennai,No,No,2023-02-03
CUST00150,61,Female,Chennai,Yes,Yes,2023-02-11
CUST00151,28,Female,Bangalore,No,No,2023-05-22
CUST00152,64,Female,Hyderabad,Yes,No,2023-05-24
CUST00153,48,Male,Bangalore,No,Yes,2023-01-29
CUST00154,38,Male,Hyderabad,No,No,2023-06-26
CUST00155,40,Male,Chennai,Yes,No,2023-05-20
CUST00156,40,Male,Chennai,No,Yes,2023-04-05
CUST00157,47,Male,Chennai,Yes,No,2023-04-21
CUST00158,29,Male,Hyderabad,No,No,2023-01-11
CUST00159,74,Female,Hyderabad,Yes,Yes,2023-04-04
CUST00160,56,Male,Bangalore,Yes,No,2023-04-02
CUST00161,77,Male,Bangalore,Yes,Yes,2023-06-24
CUST00162,21,Male,Chennai,Yes,Yes,2023-06-20
CUST00163,40,Male,Chennai,Yes,No,2023-04-01
CUST00164,37,Female,Hyderabad,Yes,Yes,2023-06-08
CUST00165,28,Male,Bangalore,Yes,Yes,2023-03-02
CUST00166,64,Male,Hyderabad,Yes,No,2023-02-15
CUST00167,54,Female,Hyderabad,Yes,No,2023-01-07
CUST00168,58,Male,Chennai,Yes,Yes,2023-03-27
CUST00169,35,Female,Hyderabad,No,Yes,2023-06-21
CUST00170,34,Male,Hyderabad,No,Yes,2023-03-10
CUST00171,32,Male,Hyderabad,No,No,2023-06-29
CUST00172,51,Male,Chennai,Yes,No,2023-04-08
CUST00173,33,Male,Chennai,No,No,2023-05-01
CUST00174,49,Male,Hyderabad,No,No,2023-02-21
CUST00175,60,Female,Hyderabad,No,Yes,2023-03-31
CUST00176,77,Female,Hyderabad,Yes,Yes,2023-02-28
CUST00177,68,Male,Hyderabad,Yes,Yes,2023-01-07
CUST00178,38,Male,Chennai,No,Yes,2023-04-13
CUST00179,21,Female,Hyderabad,Yes,Yes,2023-03-13
CUST00180,57,Male,Bangalore,No,No,2023-03-13
CUST00181,43,Female,Hyderabad,Yes,No,2023-06-14
CUST00182,25,Female,Hyderabad,No,No,2023-06-23
CUST00183,76,Female,Bangalore,Yes,No,2023-01-08
CUST00184,57,Male,Bangalore,Yes,Yes,2023-03-08
CUST00185,63,Male,Chennai,Yes,No,2023-05-29
CUST00186,40,Female,Hyderabad,Yes,No,2023-01-10
CUST00187,49,Male,Bangalore,Yes,No,2023-06-02
CUST00188,35,Female,Hyderabad,Yes,Yes,2023-03-30
CUST00189,24,Female,Bangalore,No,No,2023-04-22
CUST00190,50,Male,Hyderabad,Yes,No,2023-04-09
CUST00191,40,Male,Hyderabad,Yes,No,2023-03-07
CUST00192,70,Male,Hyderabad,Yes,No,2023-04-22
CUST00193,50,Male,Chennai,Yes,Yes,2023-05-14
CUST00194,42,Male,Hyderabad,Yes,Yes,2023-04-04
CUST00195,37,Female,Hyderabad,No,Yes,2023-01-18
CUST00196,77,Female,Hyderabad,Yes,Yes,2023-06-09
CUST00197,53,Female,Hyderabad,Yes,No,2023-06-19
CUST00198,67,Male,Hyderabad,Yes,No,2023-03-18
CUST00199,60,Female,Chennai,Yes,No,2023-06-20
CUST00200,53,Female,Hyderabad,Yes,Yes,2023-03-25
CUST00201,75,Female,Bangalore,Yes,No,2023-06-28
CUST00202,68,Female,Chennai,Yes,No,2023-05-22
CUST00203,41,Male,Hyderabad,Yes,Yes,2023-02-19
CUST00204,78,Female,Hyderabad,No,Yes,2023-06-20
CUST00205,57,Female,Hyderabad,Yes,Yes,2023-06-23
CUST00206,18,Male,Bangalore,Yes,Yes,2023-06-07
CUST00207,50,Female,Hyderabad,No,No,2023-04-14
CUST00208,47,Male,Bangalore,Yes,Yes,2023-03-19
CUST00209,71,Female,Hyderabad,No,No,2023-02-23
CUST00210,63,Female,Hyderabad,Yes,No,2023-05-29
CUST00211,44,Female,Hyderabad,No,Yes,2023-04-30
CUST00212,55,Female,Hyderabad,Yes,Yes,2023-04-24
CUST00213,57,Male,Hyderabad,No,Yes,2023-05-11
CUST00214,49,Female,Chennai,Yes,No,2023-02-13
CUST00215,58,Male,Bangalore,No,No,2023-03-14
CUST00216,53,Female,Hyderabad,No,Yes,2023-01-24
CUST00217,69,Male,Bangalore,No,No,2023-06-22
CUST00218,71,Female,Hyderabad,No,No,2023-02-27
CUST00219,42,Male,Hyderabad,Yes,No,2023-02-07
CUST00220,33,Male,Hyderabad,Yes,Yes,2023-01-12
CUST00221,24,Male,Bangalore,Yes,No,2023-05-02
CUST00222,50,Male,Hyderabad,Yes,No,2023-04-27
CUST00223,76,Female,Bangalore,No,Yes,2023-06-11
CUST00224,53,Male,Hyderabad,Yes,No,2023-06-28
CUST00225,37,Female,Chennai,Yes,No,2023-05-07
CUST00226,63,Female,Bangalore,Yes,No,2023-03-04
CUST00227,27,Male,Hyderabad,Yes,No,2023-06-17
CUST00228,24,Male,Bangalore,Yes,No,2023-01-28
CUST00229,51,Female,Chennai,Yes,No,2023-02-26
CUST00230,21,Male,Hyderabad,No,No,2023-06-28
CUST00231,54,Female,Chennai,No,Yes,2023-01-13
CUST00232,51,Male,Bangalore,Yes,No,2023-02-01
CUST00233,65,Female,Hyderabad,Yes,Yes,2023-02-04
CUST00234,79,Female,Hyderabad,No,No,2023-06-20
CUST00235,59,Female,Chennai,Yes,No,2023-04-24
CUST00236,59,Female,Bangalore,No,No,2023-05-21
CUST00237,36,Female,Hyderabad,No,No,2023-02-10
CUST00238,71,Female,Hyderabad,No,No,2023-04-26
CUST00239,19,Female,Hyderabad,Yes,No,2023-03-05
CUST00240,48,Female,Hyderabad,Yes,No,2023-05-14
CUST00241,39,Female,Hyderabad,Yes,No,2023-06-10
CUST00242,46,Male,Hyderabad,No,No,2023-03-12
CUST00243,34,Female,Hyderabad,Yes,No,2023-01-20
CUST00244,37,Female,Hyderabad,Yes,No,2023-03-02
CUST00245,35,Female,Bangalore,No,No,2023-03-27
CUST00246,50,Female,Hyderabad,No,No,2023-05-19
CUST00247,46,Male,Chennai,No,No,2023-02-05
CUST00248,49,Male,Hyderabad,Yes,No,2023-03-01
CUST00249,69,Female,Chennai,Yes,No,2023-06-27
CUST00250,32,Male,Chennai,No,Yes,2023-06-30
CUST00251,42,Male,Hyderabad,No,Yes,2023-01-17
CUST00252,24,Female,Chennai,Yes,No,2023-04-15
CUST00253,52,Female,Chennai,No,No,2023-05-19
CUST00254,73,Female,Chennai,Yes,Yes,2023-04-17
CUST00255,55,Male,Chennai,No,No,2023-02-22
CUST00256,53,Female,Hyderabad,No,No,2023-04-10
CUST00257,68,Male,Hyderabad,Yes,No,2023-05-28
CUST00258,21,Female,Hyderabad,Yes,No,2023-05-03
CUST00259,32,Male,Chennai,No,No,2023-04-01
CUST00260,77,Female,Hyderabad,No,No,2023-04-10
CUST00261,50,Female,Hyderabad,Yes,No,2023-05-18
CUST00262,58,Male,Bangalore,No,No,2023-05-05
CUST00263,36,Male,Hyderabad,Yes,Yes,2023-03-11
CUST00264,53,Female,Bangalore,Yes,No,2023-05-05
CUST00265,52,Male,Chennai,Yes,No,2023-04-10
CUST00266,46,Female,Chennai,No,No,2023-06-21
CUST00267,56,Female,Chennai,Yes,Yes,2023-02-12
CUST00268,49,Female,Hyderabad,Yes,No,2023-02-02
CUST00269,35,Male,Hyderabad,No,Yes,2023-04-11
CUST00270,40,Male,Bangalore,Yes,Yes,2023-01-22
CUST00271,36,Female,Hyderabad,No,No,2023-02-04
CUST00272,52,Female,Bangalore,No,Yes,2023-02-16
CUST00273,49,Male,Bangalore,No,No,2023-03-08
CUST00274,53,Female,Chennai,No,Yes,2023-03-25
CUST00275,43,Male,Hyderabad,No,Yes,2023-04-27
CUST00276,41,Female,Bangalore,Yes,No,2023-03-28
CUST00277,57,Female,Chennai,No,Yes,2023-03-13
CUST00278,48,Female,Bangalore,Yes,Yes,2023-03-06
CUST00279,43,Male,Hyderabad,Yes,Yes,2023-05-01
CUST00280,69,Male,Bangalore,Yes,No,2023-05-19
CUST00281,48,Male,Hyderabad,No,No,2023-03-31
CUST00282,54,Male,Chennai,No,No,2023-06-16
CUST00283,42,Male,Bangalore,Yes,No,2023-06-16
CUST00284,27,Male,Hyderabad,No,No,2023-01-08
CUST00285,41,Male,Bangalore,No,No,2023-02-21
CUST00286,74,Male,Hyderabad,Yes,Yes,2023-06-09
CUST00287,26,Male,Bangalore,No,No,2023-03-03
CUST00288,39,Male,Hyderabad,No,No,2023-05-02
CUST00289,52,Male,Hyderabad,Yes,Yes,2023-05-25
CUST00290,51,Male,Hyderabad,Yes,No,2023-04-30
CUST00291,35,Female,Hyderabad,Yes,No,2023-04-05
CUST00292,57,Male,Chennai,Yes,No,2023-06-05
CUST00293,50,Male,Bangalore,Yes,No,2023-02-11
CUST00294,79,Female,Hyderabad,Yes,Yes,2023-01-28
CUST00295,62,Male,Bangalore,Yes,No,2023-03-21
CUST00296,21,Female,Hyderabad,No,No,2023-04-12
CUST00297,57,Male,Bangalore,Yes,No,2023-01-20
CUST00298,55,Male,Hyderabad,Yes,No,2023-01-27
CUST00299,56,Female,Bangalore,No,No,2023-06-25
CUST00300,50,Male,Chennai,Yes,No,2023-05-25
CUST00301,75,Male,Hyderabad,No,Yes,2023-03-30
CUST00302,65,Female,Bangalore,No,Yes,2023-06-19
CUST00303,79,Female,Hyderabad,Yes,No,2023-01-18
CUST00304,26,Female,Bangalore,Yes,Yes,2023-01-04
CUST00305,61,Female,Chennai,Yes,No,2023-05-06
CUST00306,38,Male,Hyderabad,No,No,2023-04-21
CUST00307,54,Female,Bangalore,Yes,Yes,2023-06-12
CUST00308,46,Female,Hyderabad,No,No,2023-02-09
CUST00309,36,Female,Chennai,No,Yes,2023-02-15
CUST00310,40,Female,Hyderabad,No,No,2023-06-07
CUST00311,44,Female,Chennai,No,Yes,2023-04-30
CUST00312,31,Female,Hyderabad,Yes,No,2023-06-01
CUST00313,59,Female,Hyderabad,Yes,No,2023-03-24
CUST00314,51,Male,Chennai,Yes,Yes,2023-01-23
CUST00315,58,Female,Bangalore,Yes,No,2023-04-26
CUST00316,20,Male,Hyderabad,No,No,2023-04-29
CUST00317,49,Female,Hyderabad,No,Yes,2023-03-28
CUST00318,67,Male,Hyderabad,No,Yes,2023-05-07
CUST00319,43,Female,Hyderabad,No,Yes,2023-02-16
CUST00320,75,Female,Bangalore,No,No,2023-02-24
CUST00321,26,Female,Chennai,No,Yes,2023-03-08
CUST00322,51,Female,Hyderabad,No,No,2023-03-13
CUST00323,38,Female,Bangalore,Yes,Yes,2023-05-23
CUST00324,49,Male,Bangalore,Yes,Yes,2023-05-13
CUST00325,46,Male,Hyderabad,No,No,2023-01-22
CUST00326,36,Male,Hyderabad,Yes,No,2023-04-15
CUST00327,38,Female,Hyderabad,Yes,No,2023-05-23
CUST00328,18,Male,Hyderabad,No,Yes,2023-06-26
CUST00329,18,Female,Hyderabad,Yes,No,2023-06-15
CUST00330,78,Female,Bangalore,No,Yes,2023-04-25
CUST00331,41,Male,Hyderabad,Yes,Yes,2023-01-24
CUST00332,43,Female,Bangalore,Yes,Yes,2023-02-26
CUST00333,72,Female,Hyderabad,Yes,No,2023-06-27
CUST00334,44,Male,Hyderabad,Yes,Yes,2023-03-20
CUST00335,42,Female,Chennai,Yes,Yes,2023-05-02
CUST00336,19,Female,Bangalore,Yes,Yes,2023-04-19
CUST00337,29,Female,Chennai,No,No,2023-04-01
CUST00338,32,Female,Hyderabad,Yes,Yes,2023-03-11
CUST00339,35,Female,Hyderabad,Yes,No,2023-03-06
CUST00340,36,Male,Hyderabad,Yes,Yes,2023-01-31
CUST00341,47,Male,Bangalore,Yes,No,2023-03-22
CUST00342,40,Male,Bangalore,Yes,No,2023-05-18
CUST00343,34,Male,Hyderabad,No,Yes,2023-02-19
CUST00344,29,Male,Hyderabad,No,Yes,2023-05-04
CUST00345,38,Female,Chennai,Yes,Yes,2023-05-31
CUST00346,62,Female,Hyderabad,No,No,2023-01-26
CUST00347,40,Male,Hyderabad,Yes,No,2023-03-17
CUST00348,43,Male,Hyderabad,Yes,Yes,2023-04-03
CUST00349,58,Male,Hyderabad,No,Yes,2023-03-19
CUST00350,50,Male,Bangalore,No,No,2023-05-17
CUST00351,69,Male,Bangalore,No,No,2023-03-12
CUST00352,57,Male,Hyderabad,Yes,No,2023-01-14
CUST00353,43,Female,Bangalore,Yes,No,2023-06-28
CUST00354,39,Male,Hyderabad,No,No,2023-06-13
CUST00355,48,Female,Bangalore,Yes,No,2023-01-27
CUST00356,57,Male,Hyderabad,Yes,Yes,2023-05-27
CUST00357,18,Female,Bangalore,Yes,No,2023-05-01
CUST00358,56,Female,Hyderabad,Yes,Yes,2023-04-23
CUST00359,78,Female,Hyderabad,Yes,Yes,2023-02-17
CUST00360,37,Male,Hyderabad,Yes,No,2023-03-06
CUST00361,31,Female,Hyderabad,No,Yes,2023-01-30
CUST00362,70,Male,Bangalore,Yes,Yes,2023-04-13
CUST00363,32,Female,Chennai,No,Yes,2023-01-19
CUST00364,40,Male,Hyderabad,Yes,Yes,2023-02-08
CUST00365,67,Male,Chennai,Yes,Yes,2023-05-25
CUST00366,53,Female,Hyderabad,Yes,No,2023-01-22
CUST00367,53,Male,Bangalore,Yes,No,2023-01-31
CUST00368,51,Female,Hyderabad,Yes,No,2023-06-05
CUST00369,47,Male,Bangalore,No,Yes,2023-05-14
CUST00370,38,Female,Hyderabad,No,Yes,2023-04-26
CUST00371,31,Female,Hyderabad,No,No,2023-03-18
CUST00372,46,Female,Bangalore,No,Yes,2023-03-20
CUST00373,42,Male,Hyderabad,Yes,No,2023-06-06
CUST00374,37,Male,Hyderabad,Yes,Yes,2023-02-23
CUST00375,39,Male,Hyderabad,Yes,No,2023-03-09
CUST00376,46,Male,Hyderabad,Yes,No,2023-02-10
CUST00377,29,Male,Bangalore,Yes,Yes,2023-02-14
CUST00378,78,Male,Hyderabad,Yes,No,2023-02-10
CUST00379,60,Male,Chennai,Yes,No,2023-04-15
CUST00380,35,Female,Hyderabad,No,Yes,2023-06-26
CUST00381,54,Female,Bangalore,No,No,2023-03-16
CUST00382,54,Male,Hyderabad,Yes,No,2023-03-01
CUST00383,37,Female,Chennai,Yes,No,2023-06-30
CUST00384,56,Female,Bangalore,No,No,2023-06-29
CUST00385,49,Female,Chennai,No,Yes,2023-01-19
CUST00386,23,Male,Hyderabad,Yes,Yes,2023-03-09
CUST00387,23,Male,Bangalore,No,Yes,2023-04-19
CUST00388,63,Male,Hyderabad,Yes,No,2023-05-20
CUST00389,70,Male,Hyderabad,Yes,Yes,2023-06-15
CUST00390,24,Male,Chennai,Yes,No,2023-03-10
CUST00391,32,Male,Hyderabad,No,Yes,2023-01-19
CUST00392,24,Male,Hyderabad,Yes,Yes,2023-02-12
CUST00393,56,Female,Bangalore,Yes,No,2023-06-02
CUST00394,68,Female,Bangalore,Yes,No,2023-04-23
CUST00395,67,Male,Bangalore,Yes,No,2023-04-30
CUST00396,36,Female,Hyderabad,No,Yes,2023-06-29
CUST00397,27,Female,Chennai,Yes,No,2023-03-11
CUST00398,41,Female,Chennai,No,No,2023-04-23
CUST00399,76,Male,Hyderabad,No,No,2023-06-03
CUST00400,32,Male,Bangalore,Yes,No,2023-04-21
CUST00401,51,Female,Hyderabad,Yes,Yes,2023-06-04
CUST00402,71,Female,Bangalore,No,Yes,2023-01-07
CUST00403,71,Male,Hyderabad,Yes,Yes,2023-02-28
CUST00404,40,Male,Hyderabad,Yes,No,2023-06-22
CUST00405,32,Female,Bangalore,Yes,Yes,2023-05-28
CUST00406,75,Male,Bangalore,No,No,2023-02-14
CUST00407,46,Female,Hyderabad,Yes,Yes,2023-05-13
CUST00408,23,Female,Hyderabad,Yes,No,2023-03-13
CUST00409,35,Male,Chennai,Yes,No,2023-05-30
CUST00410,62,Female,Hyderabad,Yes,No,2023-06-12
CUST00411,47,Female,Bangalore,Yes,Yes,2023-01-24
CUST00412,21,Female,Hyderabad,No,Yes,2023-03-31
CUST00413,49,Female,Hyderabad,No,Yes,2023-03-27
CUST00414,55,Female,Hyderabad,Yes,No,2023-06-21
CUST00415,54,Male,Hyderabad,Yes,No,2023-02-11
CUST00416,33,Female,Chennai,Yes,Yes,2023-04-16
CUST00417,69,Female,Bangalore,No,No,2023-03-15
CUST00418,20,Female,Hyderabad,Yes,No,2023-05-21
CUST00419,20,Male,Bangalore,Yes,No,2023-04-27
CUST00420,47,Male,Hyderabad,Yes,No,2023-03-22
CUST00421,22,Female,Chennai,No,No,2023-03-24
CUST00422,33,Male,Hyderabad,Yes,Yes,2023-04-14
CUST00423,77,Male,Chennai,No,No,2023-06-18
CUST00424,74,Female,Chennai,Yes,No,2023-04-16
CUST00425,22,Male,Bangalore,Yes,No,2023-02-18
CUST00426,56,Female,Hyderabad,Yes,Yes,2023-06-09
CUST00427,50,Female,Bangalore,No,Yes,2023-06-10
CUST00428,53,Female,Hyderabad,Yes,Yes,2023-01-14
CUST00429,24,Male,Hyderabad,No,No,2023-03-10
CUST00430,21,Male,Bangalore,Yes,No,2023-03-15
CUST00431,48,Female,Hyderabad,Yes,No,2023-06-28
CUST00432,48,Female,Bangalore,Yes,No,2023-02-01
CUST00433,58,Male,Bangalore,Yes,No,2023-06-11
CUST00434,41,Male,Chennai,Yes,No,2023-02-10
CUST00435,55,Female,Bangalore,No,Yes,2023-05-22
CUST00436,35,Male,Chennai,Yes,Yes,2023-05-22
CUST00437,32,Female,Hyderabad,No,No,2023-01-24
CUST00438,76,Male,Hyderabad,Yes,Yes,2023-01-30
CUST00439,41,Female,Bangalore,No,No,2023-01-31
CUST00440,46,Male,Bangalore,No,Yes,2023-05-08
CUST00441,43,Female,Hyderabad,Yes,Yes,2023-05-11
CUST00442,44,Female,Chennai,No,No,2023-04-17
CUST00443,32,Female,Hyderabad,Yes,No,2023-05-01
CUST00444,32,Male,Hyderabad,Yes,Yes,2023-04-27
CUST00445,74,Male,Hyderabad,No,Yes,2023-04-09
CUST00446,47,Male,Hyderabad,Yes,No,2023-06-03
CUST00447,39,Male,Hyderabad,No,No,2023-01-18
CUST00448,40,Female,Chennai,No,Yes,2023-04-17
CUST00449,32,Female,Hyderabad,Yes,No,2023-05-10
CUST00450,33,Female,Chennai,No,Yes,2023-01-01
CUST00451,55,Female,Hyderabad,Yes,No,2023-03-18
CUST00452,42,Female,Chennai,No,No,2023-02-08
CUST00453,40,Female,Bangalore,Yes,No,2023-05-18
CUST00454,31,Female,Hyderabad,No,No,2023-03-30
CUST00455,55,Female,Hyderabad,Yes,Yes,2023-05-22
CUST00456,49,Female,Hyderabad,Yes,No,2023-04-27
CUST00457,53,Female,Hyderabad,No,Yes,2023-02-18
CUST00458,60,Male,Bangalore,Yes,No,2023-05-27
